"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2026-01","Lethbridge, Alberta","2021S0503810","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642714751","33.8.1.1","7.1","","","","1"
"2026-02","Lethbridge, Alberta","2021S0503810","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642714751","33.8.1.1","6.9","","","","1"
"2025-10","Calgary, Alberta","2021S0503825","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715021","34.8.1.1","7.6","","","","1"
"2025-11","Calgary, Alberta","2021S0503825","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715021","34.8.1.1","6.8","","","","1"
"2025-12","Calgary, Alberta","2021S0503825","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715021","34.8.1.1","6.3","","","","1"
"2026-01","Calgary, Alberta","2021S0503825","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715021","34.8.1.1","6.5","","","","1"
"2026-02","Calgary, Alberta","2021S0503825","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715021","34.8.1.1","6.6","","","","1"
"2025-10","Red Deer, Alberta ","2021S0503830","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715291","35.8.1.1","9.5","","","","1"
"2025-11","Red Deer, Alberta ","2021S0503830","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715291","35.8.1.1","9.3","","","","1"
"2025-12","Red Deer, Alberta ","2021S0503830","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715291","35.8.1.1","8.9","","","","1"
"2026-01","Red Deer, Alberta ","2021S0503830","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715291","35.8.1.1","7.8","","","","1"
"2026-02","Red Deer, Alberta ","2021S0503830","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715291","35.8.1.1","6.6","","","","1"
"2025-10","Edmonton, Alberta","2021S0503835","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715561","36.8.1.1","8.3","","","","1"
"2025-11","Edmonton, Alberta","2021S0503835","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715561","36.8.1.1","7.1","","","","1"
"2025-12","Edmonton, Alberta","2021S0503835","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715561","36.8.1.1","6.9","","","","1"
"2026-01","Edmonton, Alberta","2021S0503835","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715561","36.8.1.1","6.7","","","","1"
"2026-02","Edmonton, Alberta","2021S0503835","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715561","36.8.1.1","7.0","","","","1"
"2025-10","Kelowna, British Columbia","2021S0503915","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715831","37.8.1.1","7.7","","","","1"
"2025-11","Kelowna, British Columbia","2021S0503915","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715831","37.8.1.1","9.1","","","","1"
"2025-12","Kelowna, British Columbia","2021S0503915","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715831","37.8.1.1","8.5","","","","1"
"2026-01","Kelowna, British Columbia","2021S0503915","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715831","37.8.1.1","8.2","","","","1"
"2026-02","Kelowna, British Columbia","2021S0503915","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642715831","37.8.1.1","8.5","","","","1"
"2025-10","Kamloops, British Columbia ","2021S0503925","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716101","38.8.1.1","9.0","","","","1"
"2025-11","Kamloops, British Columbia ","2021S0503925","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716101","38.8.1.1","7.7","","","","1"
"2025-12","Kamloops, British Columbia ","2021S0503925","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716101","38.8.1.1","6.6","","","","1"
"2026-01","Kamloops, British Columbia ","2021S0503925","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716101","38.8.1.1","4.6","","","","1"
"2026-02","Kamloops, British Columbia ","2021S0503925","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716101","38.8.1.1","3.8","","","","1"
"2025-10","Chilliwack, British Columbia ","2021S0503930","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716371","39.8.1.1","7.7","","","","1"
"2025-11","Chilliwack, British Columbia ","2021S0503930","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716371","39.8.1.1","7.2","","","","1"
"2025-12","Chilliwack, British Columbia ","2021S0503930","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716371","39.8.1.1","7.3","","","","1"
"2026-01","Chilliwack, British Columbia ","2021S0503930","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716371","39.8.1.1","7.0","","","","1"
"2026-02","Chilliwack, British Columbia ","2021S0503930","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716371","39.8.1.1","6.7","","","","1"
"2025-10","Abbotsford-Mission, British Columbia","2021S0503932","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716641","40.8.1.1","7.7","","","","1"
"2025-11","Abbotsford-Mission, British Columbia","2021S0503932","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716641","40.8.1.1","6.7","","","","1"
"2025-12","Abbotsford-Mission, British Columbia","2021S0503932","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716641","40.8.1.1","6.4","","","","1"
"2026-01","Abbotsford-Mission, British Columbia","2021S0503932","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716641","40.8.1.1","6.1","","","","1"
"2026-02","Abbotsford-Mission, British Columbia","2021S0503932","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716641","40.8.1.1","5.8","","","","1"
"2025-10","Vancouver, British Columbia","2021S0503933","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716911","41.8.1.1","6.6","","","","1"
"2025-11","Vancouver, British Columbia","2021S0503933","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716911","41.8.1.1","6.0","","","","1"
"2025-12","Vancouver, British Columbia","2021S0503933","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716911","41.8.1.1","5.9","","","","1"
"2026-01","Vancouver, British Columbia","2021S0503933","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716911","41.8.1.1","6.0","","","","1"
"2026-02","Vancouver, British Columbia","2021S0503933","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642716911","41.8.1.1","6.1","","","","1"
"2025-10","Victoria, British Columbia","2021S0503935","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717181","42.8.1.1","4.6","","","","1"
"2025-11","Victoria, British Columbia","2021S0503935","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717181","42.8.1.1","3.9","","","","1"
"2025-12","Victoria, British Columbia","2021S0503935","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717181","42.8.1.1","3.7","","","","1"
"2026-01","Victoria, British Columbia","2021S0503935","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717181","42.8.1.1","3.9","","","","1"
"2026-02","Victoria, British Columbia","2021S0503935","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717181","42.8.1.1","4.4","","","","1"
"2025-10","Nanaimo, British Columbia ","2021S0503938","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717451","43.8.1.1","9.3","","","","1"
"2025-11","Nanaimo, British Columbia ","2021S0503938","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717451","43.8.1.1","6.8","","","","1"
"2025-12","Nanaimo, British Columbia ","2021S0503938","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717451","43.8.1.1","6.3","","","","1"
"2026-01","Nanaimo, British Columbia ","2021S0503938","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717451","43.8.1.1","6.1","","","","1"
"2026-02","Nanaimo, British Columbia ","2021S0503938","Unemployment rate","Total - Gender","15 years and over","Percent","239","units","0","v1642717451","43.8.1.1","7.2","","","","1"


